source_program,source_file,source_id,source_kind,question
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G9,bank,"How far back does the first 1,000 days really begin — how do we care for a mother and a future baby before conception even happens?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G10,bank,"How do we support a pregnancy as something a whole community holds, instead of nine months a woman is mostly left to manage alone in the gaps between appointments?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G11,bank,"How do we give every pregnant person real knowledge and real choice about their own body and their own birth — without drowning them in fear, in jargon, or in Google?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G12,bank,"How do we honor the wisdom of the women who came before — the grandmothers, the aunties, the traditional practices — alongside the best of modern medicine, without either one erasing the other?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G13,bank,"How do we build a real choice architecture for birth — home, hospital, birth centre, water birth, midwife, obstetrician — where every option is genuinely available, genuinely safe, and genuinely explained, not just the one the system defaults everyone into?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G14,bank,How do we make midwifery-led care and birth centres a first-class option across Toronto instead of a boutique thing for the lucky few — as fast as possible but as safely as necessary?
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G15,bank,"How do we tell the whole truth about home vs hospital birth — the real evidence, both sides, every caveat travelling with its source — so families choose with their eyes open, and neither one family's beautiful experience nor another's tragedy gets to tilt the scale for everyone else?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G16,bank,"How do we design a hospital birth that still belongs to the family — the lights down, the pace slowed, the partner and the sibling present — even when the medical need is real?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G17,bank,"How do we make the woman the one giving birth again, not the one being ""delivered"" — how do we put her back at the centre of the room?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G18,bank,"What does the obstetrician become in this world — still the surgeon we are deeply grateful for when things go wrong, but no longer the default manager of every healthy, uncomplicated birth?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G19,bank,"What does the midwife become, what does the nurse become, what does the doula become — and how do we finally pay and position them for the civilizational work they actually do?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G20,bank,"How do we do all of this WITH the obstetricians, the nurses, their colleges and their associations — as partners, never adversaries — so nobody hears ""we're taking your job"" when what we mean is ""we're honoring it differently""?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G21,bank,"How do we train a new kind of birth worker for the AI era — one who knows the evidence, knows the technology, and still knows how to hold a frightened woman's hand at 4am?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G22,bank,"Who catches the baby, and who catches the mother — and how do we make sure someone is always doing both?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G23,bank,"How do we honor the mother's role as civilization's first infrastructure — the first shelter, the first food, the first nervous system a human being ever knows — instead of treating motherhood as a gap in her ""real"" career?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G24,bank,"How do we build the village back — the postpartum meals, the aunties, the neighbours, the help — that every culture used to have, and that we somehow decided one exhausted woman could replace all by herself?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G25,bank,"How do we take maternal mental health as seriously as we take the baby's weight — how do we catch the postpartum depression, the anxiety, the birth trauma, before any of them become an emergency?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G26,bank,"How do we protect the fourth trimester — those first raw months after birth — as sacred recovery, instead of a race back to productivity?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G27,bank,How do we make it so that no new mother in this city is ever alone at 3am with a screaming baby and nobody to call?
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G28,bank,"How do we bring the father and the partner all the way into the birth and the first 1,000 days — not as a nervous spectator in the corner, but as the second pillar the whole thing rests on?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G29,bank,How do we make family formation one shared experience — the way an older child present at a birth is bonded to that moment for life — instead of something that happens to the mother while everyone else waits down the hall?
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G30,bank,How do we prepare and support the siblings — the older child about to be dethroned — so a new baby knits the family tighter instead of splitting it?
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G31,bank,"How do we prepare people for parenthood the way we'd prepare them for anything that actually matters — through practice, not a pamphlet — real hands-on apprenticeship with babies and families long before their own arrives? (Life is 99% practice.)"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G32,bank,"How do we give partners real paid leave and a real role, so ""taking time off for the baby"" stops being a career risk and starts being the expectation?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G33,bank,"How do we support every shape of family through this — two mothers, one father, adoptive parents, the grandparents raising the child — so the village forms around the child no matter who is carrying them?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G34,bank,"How do we take the attachment science seriously and design the first 1,000 days around it — the skin, the eye contact, the being-responded-to — knowing this is the window that shapes the whole life?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G35,bank,"How do we tell parents what the evidence actually says about attachment, sleep, and early development — confident where it's settled, honest where it's contested — without turning every single choice into a source of guilt?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G36,bank,"How do we support feeding — breast, bottle, formula, whatever a family needs — as a question of a fed baby and a supported mother, and never a competition or a source of shame?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G37,bank,"How do we build the lactation support, the milk banks, the real help, so the mothers who WANT to breastfeed can — without ever making the ones who can't, or don't, feel like they failed?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G38,bank,"How do we protect the first 1,000 days as the single highest-leverage investment a society can make, when the payoff arrives decades after any politician's term is over?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G39,bank,How do we take the money out of birth and early childhood — honestly — so a family's experience of their first months isn't decided by what they can afford?
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G40,bank,"How do we make childcare something a parent can actually access and afford, when the math right now makes one whole salary disappear into it?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G41,bank,"If we take the money out, how does the system transform — what happens to the private clinics, the childcare businesses, the people who make their living inside the current setup, and how do we bring them with us instead of leaving them behind?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G42,bank,"How do we pay the invisible workforce — the doulas, the postpartum helpers, the grandparents, the mothers themselves — for the most essential labour in the whole economy, the labour we've always pretended is free?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G43,bank,"How much would it actually cost Toronto to give every baby a real first 1,000 days — and how much is it already costing us NOT to?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G44,bank,"Why do Black and Indigenous mothers face so much higher risk in birth, right here in this city, and how do we close that gap as the first and non-negotiable measure of whether any of this is actually working?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G45,bank,"How do we support the Indigenous birth revival — birthing on territory, the return of the midwives and the traditional practices — led by Indigenous people speaking for themselves, never blended casually by us?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G46,bank,"How do we hold the hard paths with dignity — the miscarriage, the stillbirth, the loss, the infertility — as part of GENESIS, not the part we quietly look away from?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G47,bank,"How do we support the families walking the long roads — IVF, surrogacy, adoption, fostering — so every path to a child is honored, and none is treated as second-best?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G48,bank,"How do we care for the newborn who needs the machines — the premature, the sick, the NICU baby — and keep the mother and the bond at the centre even when the medicine has to take over?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G49,bank,"How could AI give every pregnant person and every new parent world-class guidance, day and night, in their own language — without replacing the human hand a birth actually needs?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G50,bank,"How do we use technology to catch the danger early — the pre-eclampsia, the postpartum hemorrhage, the depression — while keeping birth from becoming even more monitored, medicalized, and afraid?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G51,bank,"How do we gather the data of the first 1,000 days — feeding it into VITALITY as the true baseline of a human life — without turning babies into surveillance and parents into data points?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G52,bank,"How do we make the technology serve connection instead of replacing it — the app that walks a mother to her neighbour's door, not the one that keeps her alone on the couch?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G53,bank,"How do we cross GENESIS into ELDERS — bringing the grandparents back into the birth and the first years, so the oldest and the youngest hold each other, and nobody is born or grows old alone?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G54,bank,"How do we hand GENESIS off to EDU — so the first 1,000 days flow straight into the early years, and the education program finally starts where life actually starts instead of at kindergarten?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G55,bank,"What can the city ITSELF actually do — the birth centres it can help stand up, the leave it can champion, the public-health nurses it can fund, the village it can convene — as distinct from what only a hospital or the province can do?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G56,bank,"Could the path to becoming a parent be a real progression — a Game of Life track — where you actually build the readiness, the practice hours, the skills, instead of being handed a newborn and wished good luck?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G57,bank,"How do we make all of this aspirational — a supported birth, an involved father, a strong postpartum, a thriving baby — something a whole city wants and celebrates out loud, instead of a private struggle each family hides?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G58,bank,"How do we make being a present, prepared, self-mastered parent something young people actually aspire to — how do we make it ""sexy"" — when we've somehow made everything except the most important work in the world look boring?"
genesis,research/genesis/QUESTION_BANK_EXTENDED.md,G59,bank,"And underneath all of it — the mother, the father, the sibling, the midwife, the grandparent, the baby — is the answer the same answer it always is: connection? How do we make Toronto the place that proves a human being should be welcomed into the world by a whole community — and let the world copy it? --- *End of extended bank (G1–G59). Append-only: new extensions continue the numbering; the verbatim bank in `OPERATOR_BANK_VERBATIM.md` remains the governing north star.*"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H1,bank,"How do we make food that is grown with love, cooked with love and served with love the *normal* experience of eating in this city — not the boutique exception you pay extra for — and how do we know when we've actually done it versus just marketed it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H2,bank,"How do we properly show gratitude to the people who feed us — the farmer, the grower, the cook, the person who carried it the last mile — without money being the only language we have for thanks? What are the real non-monetary devices (recognition, reciprocity, standing, belonging, the shared table itself) and how do we build them so they don't curdle into unpaid-labour exploitation dressed up as ""gratitude""?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H3,bank,"What does the *farmer* become in a Toronto that feeds itself with love — grower, teacher, host, land-steward, neighbour? What does the *grocer* become when a chain worker is a partner and not an adversary? What does the *chef* and the *restaurateur* become when cooking is a civic skill everyone has rather than a service everyone buys? Name each role's transformation honestly, including what is lost."
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H4,bank,"How do we put connection underneath all of it — so that ""feeding people"" is understood as the oldest connection technology we have, and every HARVEST artifact reads as a CONNECTION move wearing an apron, not a logistics optimization that happens to involve food?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H5,bank,"How do we make *being able to feed people* sexy — the way EDU asked how we make being well-read sexy — so that hospitality, growing, preserving and cooking read as high-status mastery to a 19-year-old, not as chores or as somebody's grandmother's burden?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H6,bank,"How do we learn from the Sikh gurdwaras and the langar — a kitchen that has fed anyone who walks in, free, seated as equals on the floor, for centuries — without appropriating a living faith practice or flattening it into a ""model""? What is transferable (the ethic, the seating-as- equals, the seva/volunteer engine, the radical no-questions dignity) and what belongs only to the tradition and should be honoured as theirs?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H7,bank,"How does langar answer the operator's own rule that ""'free' food shouldn't mean shit food"" — free, dignified, abundant, and good, all at once, at scale, sustained by gift labour? How do we study *how it is actually funded and staffed* honestly, so we're learning the real mechanism and not a romantic postcard of it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H8,bank,How do we sit people as equals at a Toronto table? What does a food space become when nobody is served *charity* and everybody is served *hospitality* — and can that distinction survive being turned into public infrastructure without a caseworker and an intake form reappearing at the door?
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H9,bank,"What do we learn and apply from ecovillage design, permaculture, syntropic agriculture, agroforestry, biointensive and all of those amazing branches — and how do we separate the parts with real evidence and yields behind them from the parts that are faith and aesthetics, honestly, without becoming either evangelists or debunkers?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H10,bank,"How do we systemize the creation and sprouting of intentionally designed and/or conscious communities and/or ecovillages and their various similar models and alternatives — a repeatable ""how to start one"" stack (land, legal form, governance, financing, conflict, exit) — given that most intentional communities historically fail, and the honest study is *why* and *what the survivors did differently*?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H11,bank,"Huge numbers of people in Toronto say they want to live closer to nature — but where are they ACTUALLY at? How many would actually move, on what terms, at what income, with kids or elders, and how do we meet that real distribution rather than the romantic average that shows up in a survey?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H12,bank,"How do we make conscious-community life *sexy and legible* to an ordinary Toronto family — not a hippie exit, not a doomsday bunker, but an obviously good life with better food, more hands, more elders, more kids running around — while being honest about what you give up (privacy, convenience, some autonomy) to get it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H13,bank,"How could Toronto stimulate these activities in other municipalities and build in reciprocities — e.g., the city commits to buy a ton of health food from their farmers, and in return they help build a 150-family ecovillage? How do we design that as genuine reciprocity between equals and not a rich city extracting cheap food and offloading its unhoused population onto the countryside?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H14,bank,"How do we build the re-ruralization plank for homeless / unhoused / bottom-of-pyramid folks so that it is *voluntary always*, consent-architected, dignity-first — and how do we put the displacement-and-paternalism critique head-on in the FOR/AGAINST, so ""we found them somewhere to live near nature"" can never quietly become ""we shipped people out of the city""?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H15,bank,"What does the *receiving rural municipality* become in this deal — a colony, a partner, a co-owner, a template it can run itself? How do we make sure the reciprocity flows both ways and survives a change of council on either end?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H16,bank,"Where is Toronto's foodshed ACTUALLY at — the Greenbelt and Golden Horseshoe farmland at the city's edge, the aging farmer, brutal land prices, succession with no successor? Is the real ""grow the city"" play protecting and succession-planning the near-farms rather than romanticizing rooftops — and how do we run the honest math on both instead of choosing the prettier story?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H17,bank,"Permaculture Systems Design is 99% applied to farms and gardens — how do we apply the same systems-thinking frameworks (plus the operator's couple-dozen additions he calls Permaculture 3.0: permaculture for humanity and at planetary scale) to *every* system HARVEST touches — human, organizational, business, tech, internal? Is the food program the first full field-test of whether we really do have ""the perfect foundational design framework for permanent culture,"" and how would we know if it fell short?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H18,bank,"How do we write Permaculture 3.0 down well enough that it is a *usable design tool* a neighbourhood organizer or a food-hub builder can actually pick up — not just a philosophy — while logging it as the cross-cutting meta-concept (PROJ-0048, candidate book) it is, so HARVEST feeds it rather than quietly forking it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H19,bank,"How do we hold Permaculture 3.0 to its own standard — observe, catch-and-store, obtain a yield, self-regulate, use edges, value diversity — when we design the *movement's* food system, so we're practicing the framework on ourselves and not just preaching it at farms?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H20,bank,"How do we make it true that nobody in a Toronto-aligned community ever faces hunger because of geopolitical factors — a bad month, a broken supply chain, a closed border? What is Toronto's honest food-resilience posture ACTUALLY at right now: days of supply, single points of failure (the Terminal, two rail lines, just-in-time grocery), community stocks, seed libraries?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H21,bank,"How seriously do we take the 100km / local-diet meta-concepts — as a resilience and connection principle — while being honest that a northern city can't grow coffee, citrus, or a winter's calories locally, and that a dogmatic 100km rule can make food *more* expensive and *less* just for the people HARVEST exists to serve?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H22,bank,"What does the *purok / block layer* become as emergency food infrastructure when the supply chain fails — is food the first thing coordination breaks at in a disaster, and how does HARVEST hand off cleanly to the DR3/AEGIS resilience work rather than rebuilding it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H23,bank,"How do we make growing food a normal part of childhood and disaster-readiness the way Waldorf treats it — an essential competency and a calming, grounding practice — without turning ""resilience"" into fear-marketing?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H24,bank,"How do we make Conscious Eating (Gabriel Cousens, M.D. — verify spelling and claims, the operator writes ""Couzens"") an integral value-source and concept input the way GENESIS handled Gaskin — honouring what it offers while grading its clinical and spiritual claims honestly, contested-flags attached, no attack and no evangelism?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H25,bank,"How do we talk about all the benefits of a much-more-plant-based diet *honestly* — real effect sizes, not slogans — while explicitly avoiding the vegan debate, so this reads as evidence offered to free people and never as one diet-tribe scoring on another?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H26,bank,"How healthy are the various food cultures of the world ACTUALLY — the many traditional diets around the planet — compared to the North-American stereotype, and how do we research and present that so it lifts up the multicultural table as a *health* asset without romanticizing or stereotyping any culture's cuisine?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H27,bank,"How do we treat food as medicine at population scale — produce prescriptions, hospital food worth eating, first-1,000-days nutrition — and eventually SHOW it works with data (the VITALITY testing thesis applied to the plate), without over-claiming what a carrot can do?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H28,bank,"How do we make eating well *sexy and doable* for a person who is tired, broke and time- poor — meeting them exactly where they ACTUALLY are — so ""conscious eating"" never becomes a wealthy person's aesthetic that quietly shames everyone who can't afford it?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H29,bank,"How do we make animal welfare and raising animals for food *properly* core content — the proven methods (pasture-based, silvopasture, rotational, integrated crop-livestock, the honest range of them) and the policy devices necessary to enable them — presented as real practice with evidence, never as activist framing in either direction?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H30,bank,"What does the *animal farmer* become in this vision — a steward and a craftsperson doing it right, honoured for it — and what are the honest economics and policy changes (labelling, procurement preference, transition support) that make doing it right survivable rather than a moral luxury only rich farms can afford?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H31,bank,"How do we hold the plant-forward evidence (Section G) and the raise-animals-properly work (this section) in the *same* program without either one becoming a wedge — since the operator explicitly wants both, and explicitly forbids the war between them?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H32,bank,"How do we free ourselves from the food oligopolies honestly — describing Canadian grocery market structure only from published sources (the Competition Bureau grocery study and the like), never alleging misconduct — and rule early: partner, regulate, or route around? Does partners-never-adversaries extend to the oligopoly itself, or only to its workers and the independent grocer, and can we make that a clean decommodification argument argued FOR and AGAINST?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H33,bank,"How do we honour the operator's line that ""'free' food shouldn't mean shit food"" as a hard design principle for every food-access artifact — so that free and dignified and *good* stop being a contradiction, and the food bank line, the school lunch, the shelter plate all clear the same quality bar a paying customer would expect?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H34,bank,"Is food insecurity mostly an income problem — and if so, does HARVEST say that plainly and point at LIVELIHOOD, while still building the food-system fixes that make every dollar go further? How do we hold both truths without letting ""it's really about poverty"" become an excuse to do nothing on food?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H35,bank,"What does the *food bank* become when the goal is to make it obsolete — the way we'd frame ending homelessness rather than servicing it — and how do we do that critique with total dignity toward the people doing heroic work inside a broken frame, treating food-bank staff as partners in their own transformation?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H36,bank,"How do we honour supply management honestly — dairy and poultry quotas, FOR and AGAINST, no sacred cows — so the program has a real position rather than a comfortable silence?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H37,bank,"How do we confront head-on how big the food industry ACTUALLY is to the economy — its real share, employment, and margins from published data — and model how AI and our concepts will impact it, with the full five-axis ROI analysis (the `roi_v2_scaffold.py` framework named as a required analysis lane) rather than a vibes-based ""this will be huge""?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H38,bank,"The operator sees the intermediary layers — most economic activity being just buying and selling — as ""fake GDP."" How do we explore that thesis honestly FOR and AGAINST (marked as his personal view), asking whether cutting through the middle layers creates real value or just destroys livelihoods and information the middle layer was quietly providing?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H39,bank,"If we cut through the intermediary layers, what are the knock-on effects to our economic systems and to the way we calculate our economic KPIs — does GDP even measure the right thing for a food system optimized for nourishment and connection instead of turnover, and what would a better scoreboard be?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H40,bank,"What does *value-added work* become when raw abundance is cheap and automated — where do the good, meaningful, well-paid food jobs actually live in this new economy (craft, care, teaching, hosting, stewardship), and how do we make sure ""efficiency"" doesn't just concentrate the gains and hollow the middle?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H41,bank,"Could we pioneer and shamelessly steal ideas for household and small-scale permaculture, polyculture and syntropic ""wild""-style robotics — low-cost backyard, basement, attic, empty-lot robots that plan, develop, harvest and landscape natural/organic gardens? What is ACTUALLY possible today with AI and robotics versus three years out versus wishful, run honestly?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H42,bank,How do we build food automation so it *adds* to a culture of making food production and preparation fun for the whole family and community — robots that do the drudgery so humans do the joyful and connective parts — rather than automation that removes people from their own food and their own hands?
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H43,bank,"How do we make backyard/small-scale robotic growing cheap and open enough that it frees people from the oligopoly instead of creating a new dependency on whoever sells the robots and the subscription? What does the *home grower* become when a machine does the weeding — more of a gardener, or less of one?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H44,bank,"How do we take money out of home food production honestly — open-source designs, repair, shared tool-libraries, mastery→teach — so the automation dividend flows to households and not to a platform, and we can say plainly how it's funded and who profits?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H45,bank,"How do we bake the ability to prepare food for ourselves and our loved ones into every person as an essential skill from an early age — the purest 99%-practice civic skill, cheap to teach, immediately rewarding, infinitely deep, social by nature — as the EDU crossing's most teachable plank?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H46,bank,"How do we make every culture's grandmothers and elders the faculty (the ELDERS crossing) — mastery→teach starting in the kitchen — so cooking knowledge is transmitted person-to-person and honoured, and elders gain purpose and standing in the exchange?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H47,bank,"How does ""it takes a village"" apply to food the way it applies to raising kids — the village that grows, preserves, does the value-added work, and cooks together — and how does that same village layer of cousins, aunties, uncles and elders co-regulate us and hold our mental health, since we're social creatures meant to live in community (PROJ-0049)?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H48,bank,"What does a Game of Life 3.0 growing/cooking/preserving skill-tree look like — MMORPG- style progression, practice over study, mastery→teach — that makes feeding yourself and others a visibly leveling-up mastery rather than a chore?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H49,bank,"How do we make the transition to teaching-everyone-to-cook as fast as possible but as safely as necessary — at scale, meeting every neighbourhood where it ACTUALLY is — without turning a joyful skill into another mandatory, graded, gate-kept curriculum?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H50,bank,"Why don't we take over the food terminal and create an automated, AI-enabled delivery system of foodstuffs? Break it down honestly: given the Ontario Food Terminal is provincially owned and governed, what does ""take over"" actually mean — a negotiated partnership, a mandate change, a parallel commons — and what is the real, jurisdiction-honest path versus the fantasy?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H51,bank,"If we made raw foodstuffs available at bulk wholesale prices delivered to our doors automatically, with home robots to prepare and cook — what happens to all the jobs, the restaurants, the bars, and the culture? This is the operator's own hardest question: break it down and explore it, partners-never-adversaries, treating the hospitality workforce and its culture as something to carry forward, never as expendable intermediaries."
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H52,bank,"What does the *restaurant* become when nobody *needs* it to eat well — a place we go for connection, craft, occasion, theatre and each other rather than fuel? Is the honest future *fewer but better and more human* hospitality spaces, and how do we help that transition instead of just disrupting a workforce and calling it progress?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H53,bank,"What does the *bar* and the *third place* become — since these are connection infrastructure, not just food-and-drink transactions — and how do we make sure an efficiency win on calories doesn't quietly demolish the places where a city actually meets itself?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H54,bank,"Could the mass-buying / bulk-buy-and-deliver idea from the ELDERS seed generalize into a city-scale food-purchasing commons — households, restaurants, institutions pooling demand — and is *that*, rather than a ""takeover,"" the real, buildable, partner-friendly version of the Terminal ambition?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H55,bank,"How do we make the whole wholesale-to-door redesign *fast but safe* — piloting small, proving it, protecting the affected workers through the transition — so we never move faster than our ability to catch the people the old system was employing?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H56,bank,"How do we treat ""the world's food cultures, one city"" as *infrastructure* the way TorontoOS treats tech — the multicultural table as a connection engine, a living food school, an export/diaspora-trade engine, and a health asset all at once — and where is that superpower ACTUALLY at today versus the brochure version?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H57,bank,"The city, schools, hospitals, shelters and long-term care are the biggest fork in Toronto — how do we make every public plate local-first, culturally right, and medically sound, and make universal school meals the EDU-crossing demonstration (every school a teaching kitchen + garden) as the national school-food program rolls out?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H58,bank,"Roughly a third of food is wasted while people queue for it — how do we make the circular plate real: gleaning networks, surplus-rescue logistics (an information-management problem, DR3's competency pointed at food), upcycled-food enterprise, composting as literal soil-building? Is the money currently burned as waste HARVEST's ABUNDANCE seed, recaptured — and how do we do it without building a system that *depends* on waste to keep existing?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H59,bank,"How do we support Indigenous food sovereignty — wild rice, the three sisters, land-based and urban Indigenous food practice — as Indigenous-led and protocol-governed, *supported-never- ours* (the GEN-R7 posture exactly), named early so the program never casually absorbs it, and amplifying published Indigenous voices about themselves rather than speaking for them?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H60,bank,"How do we treat the soil itself as literal and not rhetorical — soil-to-table and waste-to-soil — and give regenerative agriculture's claims the honest-evidence treatment (the carbon claims are genuinely contested), so ""regenerative"" is a measured practice and not a marketing word?"
harvest,research/harvest/QUESTION_BANK_EXTENDED.md,H61,bank,"Where exactly is the HARVEST↔REGENERATION boundary — the proposal is HARVEST owns soil-to-table (farms, food, kitchens, waste-to-soil) and REGENERATION owns the living systems around it — and how do we rule that line early enough that the two programs braid rather than collide, with the same partners-never-adversaries and connection-underneath spine running through both?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM1,bank,"How do we radically reform housing in a world of AI frontier models — what does ""housing policy"" even mean when AI collapses the cost of design, permitting, and construction admin at the same time it concentrates the capital that owns land? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM2,bank,"There are no more mortgages, but there is a lot of housing to be built and stewarded — how do we organize to do it, and what replaces the 30-year debt contract as the thing that binds a person to a place? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM3,bank,"If AI can deflate the cost of building a home by an order of magnitude, who captures that deflation — the household, the landowner, the lender, or the platform — and how do we design so the saving lands with the person who needs shelter, not the person who owns the dirt?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM4,bank,"What is the housing analogue of ""meet everyone where they ACTUALLY are, not above or below"" — how do we design a system that serves the person in an encampment tonight and the first-time buyer priced out of ownership with the same underlying logic?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM5,bank,"Is a home a commodity, a right, infrastructure, or something else — and what would decommodification honestly argued actually look like, including who gets hurt in the transition and how we make them whole? `[SEED]`"
